topic_index,topic_id,topic_title,tag_id,tag_name,is_new,question_index,question_id,part,question
41,1868,机智解决问题的人,18,人物,0,2,6058,3,Why does modern society need talents of all kinds?
41,1868,机智解决问题的人,18,人物,0,3,6057,3,Why are some people well-rounded and others only good at one thing?
41,1868,机智解决问题的人,18,人物,0,4,6056,3,How do children become smart at school?
41,1868,机智解决问题的人,18,人物,0,5,6054,3,Do you think children are born smart or they learn to become smart?
42,1867,擅长做计划的人,18,人物,0,1,6045,2,Describe a person who makes plans a lot You should say: Who he/she is How you knew him/her How you knew him/her What plans he/she makes And explain how you feel about this person
42,1867,擅长做计划的人,18,人物,0,2,6055,3,Do you think choosing a college major is closely related to a person's future career?
42,1867,擅长做计划的人,18,人物,0,3,6053,3,Is making study plans popular among young people?
42,1867,擅长做计划的人,18,人物,0,4,6051,3,What activities do we need to plan ahead?
42,1867,擅长做计划的人,18,人物,0,5,6050,3,Should children ask their teachers or parents for advice when making plans?
42,1867,擅长做计划的人,18,人物,0,6,6049,3,Do you think children should plan their future careers?
42,1867,擅长做计划的人,18,人物,0,7,6048,3,Do you think it's important to plan ahead?
43,1866,喜欢画画的孩子,19,事物,0,1,6037,2,Describe a child you know who likes drawing/painting very much You should say: How you knew him/her What he/she is like How often he/she draws/paints And explain why you think he/she likes drawing/painting
43,1866,喜欢画画的孩子,19,事物,0,2,6043,3,How do artworks inspire people?
43,1866,喜欢画画的孩子,19,事物,0,3,6042,3,Do you think galleries and museums should be free of charge?
43,1866,喜欢画画的孩子,19,事物,0,4,6040,3,Why do some people visit galleries ormuseums instead of viewing artworks online?
43,1866,喜欢画画的孩子,19,事物,0,5,6039,3,Why do most children draw more often than adults do?
43,1866,喜欢画画的孩子,19,事物,0,6,6038,3,What is the right age for a child to learn drawing?
44,1865,有趣的建筑,21,地点,0,1,6036,2,Describe an interesting building You should say: Where it is What it looks like What function it has And explain why you think it is interesting
44,1865,有趣的建筑,21,地点,0,2,6047,3,Why do people like to visit historical sites?
44,1865,有趣的建筑,21,地点,0,3,6046,3,Is it more important for a building to look good on the outside or on the inside?
44,1865,有趣的建筑,21,地点,0,4,6044,3,Is it worth spending a lot of money on the exterior appearance of a building?
44,1865,有趣的建筑,21,地点,0,5,6041,3,What types of buildings are popular in your country?
45,1864,App/ 程序,19,事物,0,1,6029,2,Describe a program or app on your computer or phone You should say: What it is When/how you use it Where you found it And explain how you feel about it
45,1864,App/ 程序,19,事物,0,2,6035,3,Do you think young people rely more and more on these programs?
45,1864,App/ 程序,19,事物,0,3,6034,3,Should parents limit their children using computer programs and computer games?
45,1864,App/ 程序,19,事物,0,4,6033,3,What apps are popular in your country?Why?
45,1864,App/ 程序,19,事物,0,5,6032,3,Why do some people not like using apps?
45,1864,App/ 程序,19,事物,0,6,6031,3,What are the differences between old and young people when using apps?
46,1861,完美工作,20,事件,0,1,6007,2,Describe your perfect job You should say: What it is Where you heard about it from What you need to learn to get the job And explain why you think it is your perfect job
46,1861,完美工作,20,事件,0,2,6011,3,Is salary the main reason people choose a certain job?
46,1861,完美工作,20,事件,0,3,6010,3,What should people consider when choosing jobs?
46,1861,完美工作,20,事件,0,4,6009,3,Do people's ideal jobs change as they grow up?
46,1861,完美工作,20,事件,0,5,6008,3,What jobs do children want to do when they grow up?
47,1859,朋友学的技能,18,人物,0,1,5992,2,Describe one of your friends who learned a skill from someone(not a teacher) You should say: Who he/she is What skill he/she learned How he/she learned And explain whether it would be easier to learn from a teacher
47,1859,朋友学的技能,18,人物,0,2,5998,3,Do you think it is good for older adults to continue learning?
47,1859,朋友学的技能,18,人物,0,3,5997,3,Do you think enterprises should provide training for their employees?
47,1859,朋友学的技能,18,人物,0,4,5996,3,Is it better to focus on a few subjects or to learn many subjects?
47,1859,朋友学的技能,18,人物,0,5,5995,3,Do you think there are too many subjects for students to learn?
47,1859,朋友学的技能,18,人物,0,6,5994,3,Should teachers make learning in their classes fun?
47,1859,朋友学的技能,18,人物,0,7,5993,3,Is it necessary to keep learning after graduating from school?
48,1858,不享受的音乐活动,20,事件,0,1,5987,2,Describe a music event that you didn't enjoy You should say: What it was Who you went with Why you decided to go there And explain why you didn't enjoy it
48,1858,不享受的音乐活动,20,事件,0,2,5991,3,What kind of music events are there in your country?
48,1858,不享受的音乐活动,20,事件,0,3,5990,3,What are the differences between old and young people's music preferences?
48,1858,不享受的音乐活动,20,事件,0,4,5989,3,Do you think children should receive some musical education?
48,1858,不享受的音乐活动,20,事件,0,5,5988,3,What kind of music events do people like today?
49,1811,弄坏东西,20,事件,0,1,5877,2,Describe a time when you broke something You should say What it was When/where that happened How you broke it And explain what you did after it
49,1811,弄坏东西,20,事件,0,2,5881,3,Do you think handmade clothes are more valuable?
49,1811,弄坏东西,20,事件,0,3,5880,3,Do you think clothes produced in the factory are of better quality than those made by hand?
49,1811,弄坏东西,20,事件,0,4,5879,3,What kind of people like to fix things by themselves?
49,1811,弄坏东西,20,事件,0,5,5878,3,What kind of things are more likely to be broken by people at home?
50,1810,传统故事,20,事件,0,1,5851,2,Describe an interesting traditional story You should say What the story is about When/how you knew it Who told you the story And explain how you felt when you first heard it
50,1810,传统故事,20,事件,0,2,5857,3,Is a good storyline important for a movie?
50,1810,传统故事,20,事件,0,3,5856,3,Do all stories for children have happy endings?
50,1810,传统故事,20,事件,0,4,5855,3,What can children learn from stories?
50,1810,传统故事,20,事件,0,5,5854,3,Why do most children like listening to stories before bedtime?
50,1810,传统故事,20,事件,0,6,5853,3,What are the benefits of bedtime stories for children?
50,1810,传统故事,20,事件,0,7,5852,3,What kind of stories do children like?
51,1809,突然停电,20,事件,0,1,5846,2,Describe a time when the electricity suddenly when off You should say When/where it happened How long it lasted What you did during the time And explain how you felt about it
51,1809,突然停电,20,事件,0,2,5850,3,How did people manage to live without electricity in the ancient world?
51,1809,突然停电,20,事件,0,3,5849,3,"Which is better, electric cars or petrol cars?"
51,1809,突然停电,20,事件,0,4,5848,3,Do you think electric bicycles will replace ordinary bicycles in the future?
51,1809,突然停电,20,事件,0,5,5847,3,"Which is better, electric bicycles or ordinary bicycles?"
52,1808,有好习惯的朋友,18,人物,0,1,5840,2,Describe a good habit your friend has and you want to develop You should say How he/she is What good habit he/she has When/how you notices the good habit And explain how you will develop the some habit
52,1808,有好习惯的朋友,18,人物,0,2,5845,3,Do you think a person’s good habits would influence those around him/her? How?
52,1808,有好习惯的朋友,18,人物,0,3,5844,3,What can we do to get rid of bad habit?
52,1808,有好习惯的朋友,18,人物,0,4,5843,3,Why do we develop bad habit?
52,1808,有好习惯的朋友,18,人物,0,5,5842,3,What should parents do to help their children develop good habit ?
52,1808,有好习惯的朋友,18,人物,0,6,5841,3,What good habit should children have?
53,1807,钦佩的创作者,18,人物,0,1,5831,2,"Describe a creative person (e.g. an artist, a musician, etc) you admire You should say Who he/she is How you knew his/her What his/her greatest achievement is And explain why you think he/she is creative"
53,1807,钦佩的创作者,18,人物,0,2,5836,3,What can we do to help old children learn music?
53,1807,钦佩的创作者,18,人物,0,3,5835,3,What can we do to help children keep creative?
53,1807,钦佩的创作者,18,人物,0,4,5834,3,Do you think pictures and videos in news reports are important?
53,1807,钦佩的创作者,18,人物,0,5,5833,3,How do artists acquire inspiration?
53,1807,钦佩的创作者,18,人物,0,6,5832,3,Do you think children should learn to place musical instruments?
54,1806,家中老物件,19,事物,0,1,5826,2,Describe an important old thing that your family has kept for a long time You should say What it is How/when your family first got this thing How long your family has kept it And explain why this thing is important to your family
54,1806,家中老物件,19,事物,0,2,5830,3,What are the differences between the things that people keep today and the things that people kept in the past?
54,1806,家中老物件,19,事物,0,3,5829,3,What are the differences between the things old people keep and those young people keep?
54,1806,家中老物件,19,事物,0,4,5828,3,Why do people keep old things?
54,1806,家中老物件,19,事物,0,5,5827,3,What kind of old things do people like to keep?
55,1805,想再去的旅行,20,事件,0,1,5819,2,Describe a trip you would like to make again You should say where and when you went Who you made the trip with What you did during the trip And explain why you would like to make the trip again
55,1805,想再去的旅行,20,事件,0,2,5823,3,Why do some people prefer to travel in their own country rather than going abroad?
55,1805,想再去的旅行,20,事件,0,3,5822,3,What would happen if no preparation were made before the trip
55,1805,想再去的旅行,20,事件,0,4,5821,3,What should we prepare before a trip
55,1805,想再去的旅行,20,事件,0,5,5820,3,Why do people like traveling?
56,1802,重要的好朋友,18,人物,0,1,5801,2,Describe a good friend who is important to you You should say Who he/she is How/when you got to know him/her How long you have known each other And explain why he/she is important to you
56,1802,重要的好朋友,18,人物,0,2,5803,3,"Do you think a child’s relationship with friends can be replaces by that with other people, like parents or other family members?"
56,1802,重要的好朋友,18,人物,0,3,5802,3,Do you think it is better for children to have few close friends or many casual friends?
57,1557,自然之地,21,地点,0,1,4708,2,"Describe a natural place (e.g. parks, mountains) You should say: Where this place is How you knew this place What it is like And explain why you like to visit it"
57,1557,自然之地,21,地点,0,2,4709,3,What kind of people like to visit natural places?
57,1557,自然之地,21,地点,0,3,4710,3,What are the differences between a natural place and a city?
57,1557,自然之地,21,地点,0,4,4711,3,Do you think that going to the park is the only way to get close to nature?
57,1557,自然之地,21,地点,0,5,4712,3,What can people gain from going to natural places?
57,1557,自然之地,21,地点,0,6,4713,3,Are there any wild animals in the city?
57,1557,自然之地,21,地点,0,7,4714,3,Do you think it is a good idea to let animals stay in local parks for people to see?
58,1473,钦佩的运动员,18,人物,0,1,4324,2,Describe a sportsperson you admire You should say: Who he/she is What you know about him/her What he/she is like in real life What achievement he/she has made And explain why you admire him/her
58,1473,钦佩的运动员,18,人物,0,2,4323,3,Why are there so few top athletes?
58,1473,钦佩的运动员,18,人物,0,3,4322,3,What is the most popular sport in your country?
58,1473,钦佩的运动员,18,人物,0,4,4321,3,Is it easy to identify children's talents?
58,1473,钦佩的运动员,18,人物,0,5,4320,3,Is talent important in sports?
58,1473,钦佩的运动员,18,人物,0,6,4319,3,What qualities make an athlete?
58,1473,钦佩的运动员,18,人物,0,7,4318,3,Should students have physical education and do sports at school?
59,1382,迷路,20,事件,0,1,4057,2,Describe an occasion when you lost your way You should say: Where you were What happened How you felt And explain how you found your way
59,1382,迷路,20,事件,0,2,4056,3,Why do some people get lost more easily than others?
59,1382,迷路,20,事件,0,3,4055,3,Do you think it is important to be able to read a map?
59,1382,迷路,20,事件,0,4,4054,3,Do you think it is important to do some preparation before you travel to new places?
59,1382,迷路,20,事件,0,5,4053,3,How can people find their way when they are lost?
59,1382,迷路,20,事件,0,6,4052,3,Is a paper map still necessary?
59,1382,迷路,20,事件,0,7,4051,3,Why do some people have a good sense of direction?
59,1382,迷路,20,事件,0,8,4050,3,How do people react when they get lost?
60,1372,让你失望的电影,20,事件,0,1,3977,2,Describe a movie you watched recently that you felt disappointed with You should say: When it was Why you didn't like it Why you decided to watch it
60,1372,让你失望的电影,20,事件,0,2,3974,3,Should the director pay a lot of money to famous actors?
60,1372,让你失望的电影,20,事件,0,3,3973,3,Why are Japanese animated films so popular?
60,1372,让你失望的电影,20,事件,0,4,3972,3,Do you think films with famous actors or actresses are more popular?
60,1372,让你失望的电影,20,事件,0,5,3971,3,Are historical films popular in your country? Why?
60,1372,让你失望的电影,20,事件,0,6,3970,3,What are the different types of films in your country?
60,1372,让你失望的电影,20,事件,0,7,3969,3,Do you believe movie reviews
61,1009,禁用手机的场合,21,地点,0,1,6001,2,Describe an occasion when you were not allowed to use your mobile phone You should say: When it was Where it was Why you were not allowed to use your mobile phone And how you felt about it
61,1009,禁用手机的场合,21,地点,0,2,2987,3,Do you think it is necessary to have laws on the use of mobile phones?
61,1009,禁用手机的场合,21,地点,0,3,2986,3,Is it a waste of time to take pictures with mobile phones?
61,1009,禁用手机的场合,21,地点,0,4,2985,3,What positive and negative impact do mobile phones have on friendships?
61,1009,禁用手机的场合,21,地点,0,5,2984,3,How do young and old people use mobile phones differently?
62,976,微笑的场合,21,地点,0,1,6000,2,Describe an occasion when many people were smiling You should say: When it happened Who you were with What happened And explain why most people were smiling
62,976,微笑的场合,21,地点,0,2,2908,3,Do people smile more when they are younger or older?
62,976,微笑的场合,21,地点,0,3,2907,3,Do women smile more than men? Why?
62,976,微笑的场合,21,地点,0,4,2906,3,Why do most people smile in photographs?
62,976,微笑的场合,21,地点,0,5,2905,3,Do you think people who like to smile are more friendly?
63,968,想提升的天赋,20,事件,0,1,5805,2,"Describe a natural talent (sports/music, etc) you want to improve You should say What it is When you discovered it How you want to improve it And how you feel about it"
63,968,想提升的天赋,20,事件,0,2,2892,3,Do you think it is more interesting to watch famous people’s or ordinary people’s shows?
63,968,想提升的天赋,20,事件,0,3,2891,3,Why do people like to watch talent shows?
63,968,想提升的天赋,20,事件,0,4,2890,3,Is it possible for us to know whether children who are 3 or 4 years old will become musicians and painters when they grow up?
63,968,想提升的天赋,20,事件,0,5,2889,3,Do you think artists with talents should focus on their talents?
64,936,鼓励别人做不愿做的事,20,事件,0,1,2818,2,Describe a time when you encouraged someone to do something that he/she didn't want to do You should say: Who he or she is What you encouraged him/her to do How he/she reacted And explain why you encouraged him/her?
64,936,鼓励别人做不愿做的事,20,事件,0,2,2817,3,Do you think some people are better than others at persuading?
64,936,鼓励别人做不愿做的事,20,事件,0,3,2816,3,What kind of encouragement should parents give?
64,936,鼓励别人做不愿做的事,20,事件,0,4,2815,3,When should parents encourage their children?
64,936,鼓励别人做不愿做的事,20,事件,0,5,2814,3,What do you think young people spend most of their money on?
65,892,发挥想象力,19,事物,0,1,6030,2,Describe a time you needed to use your imagination You should say: When it was Why you needed to use imagination How difficult or easy it was And explain how you felt about it
65,892,发挥想象力,19,事物,0,2,2704,3,What subjects are helpful for children's imaginations?
65,892,发挥想象力,19,事物,0,3,2703,3,What kinds of jobs require imagination?
65,892,发挥想象力,19,事物,0,4,2702,3,Do you think imagination is essential for scientists ?
65,892,发挥想象力,19,事物,0,5,2701,3,Do you think adults can have lots of imagination?
66,828,第一次说外语,0,,0,1,2540,2,Describe the time when you first talked in a foreign language You should say Where you were Who you were with What you talked about And explain how you felt about it
66,828,第一次说外语,0,,0,2,2539,3,Do you think minority languages will disappear?
66,828,第一次说外语,0,,0,3,2538,3,"Does a person still need to learn languages, if he or she is good at English?"
66,828,第一次说外语,0,,0,4,2537,3,"Which skill is more important, speaking or writing?"
66,828,第一次说外语,0,,0,5,2536,3,At what age should children start learning a foreign language?
67,813,读到的有用的书,0,,0,1,2486,2,Describe a book you read that you found useful You should say What it is When and where did you read it Why it is useful And explain your feeling about it
67,813,读到的有用的书,0,,0,2,2485,3,"Some people say that it is easier for children who start reading from a young age to succeed, do you agree?"
67,813,读到的有用的书,0,,0,3,2484,3,What’s the difference between paper books and e-books?
67,813,读到的有用的书,0,,0,4,2483,3,What’s the difference between the reading habits of old people and young people?
67,813,读到的有用的书,0,,0,5,2482,3,What are the types of books that young people like to read?
68,532,乐于助人的人,18,人物,0,1,1744,2,Describe a person who like to help others You should say: Who this person is? What he helps others Why he help others and explain how do you feel about him or her.
68,532,乐于助人的人,18,人物,0,2,6028,3,"Who should people ask for help,colleagues or family members?"
68,532,乐于助人的人,18,人物,0,3,6027,3,What kind of help do people need when looking for a new job?
68,532,乐于助人的人,18,人物,0,4,6024,3,Should children help their parents with household chores?
68,532,乐于助人的人,18,人物,0,5,1743,3,Why are some people willing to help others?
68,532,乐于助人的人,18,人物,0,6,1742,3,Who should teach children to help others? Parents or teachers?
68,532,乐于助人的人,18,人物,0,7,1741,3,Do people nowadays help others more than in the past?
68,532,乐于助人的人,18,人物,0,8,1740,3,In what kinds of professions do people help others more?
69,921,对家庭重要的东西,0,,0,1,5999,2,Describe something important that has been kept in your family for a long time You should say: What it is When your family had it How your family got it And explain why it is important to your family
69,921,对家庭重要的东西,0,,0,2,2776,3,What's the influence of technology on museums?
69,921,对家庭重要的东西,0,,0,3,2775,3,What kinds of things are kept in museums?
69,921,对家庭重要的东西,0,,0,4,2774,3,What's the difference between things valued by people in the past and today?
69,921,对家庭重要的东西,0,,0,5,2773,3,What things do families keep for a long time?
70,1043,自行车/摩托车/汽车旅行,20,事件,0,1,3087,2,Describe a bicycle/motorcycle/car trip you would like to go on You should say: Who you would like to go with Where you would like to go When you would like to go And explain why you would like to go by bicycle/motorcycle/car
70,1043,自行车/摩托车/汽车旅行,20,事件,0,2,3086,3,Do you think people need to change the way of transportation drastically to protect the environment?
70,1043,自行车/摩托车/汽车旅行,20,事件,0,3,3085,3,"Which form of vehicle is more popular in your country, bikes, cars or motorcycles?"
70,1043,自行车/摩托车/汽车旅行,20,事件,0,4,3084,3,How are the transportation systems in urban and rural areas different?
70,1043,自行车/摩托车/汽车旅行,20,事件,0,5,3083,3,Do you think air pollution comes mostly from vehicles?
70,1043,自行车/摩托车/汽车旅行,20,事件,0,6,3082,3,Do you think people need to drastically change their methods of transportation to protect the environment?
70,1043,自行车/摩托车/汽车旅行,20,事件,0,7,3081,3,"Which vehicle is most popular in your country, bikes, cars or motorcycles?"
71,1041,为家人骄傲,20,事件,0,1,6097,2,Describe a time when you felt proud of a family member You should say: When it happened Who the person is What the person did And explain why you felt proud of him/her
71,1041,为家人骄傲,20,事件,0,2,6100,3,What do you think about children working hard just for grades?
71,1041,为家人骄傲,20,事件,0,3,6099,3,Do rewards help a child become better?
71,1041,为家人骄傲,20,事件,0,4,3075,3,When would parents feel proud of their children?
71,1041,为家人骄傲,20,事件,0,5,3074,3,Is it good to reward children very often? Why?
71,1041,为家人骄傲,20,事件,0,6,3073,3,Should parents reward children?Why and how?
71,1041,为家人骄傲,20,事件,0,7,3072,3,On what occasions would adults be proud of themselves?
71,1041,为家人骄傲,20,事件,0,8,3071,3,When do parents feel proud of their children?
72,1040,花费超过预期的物品,19,事物,0,1,3070,2,Describe an item on which you spent more than expected You should say: What it is How much you spent on it Why you bought it And explain why you think you spent more than expected
72,1040,花费超过预期的物品,19,事物,0,2,3069,3,Do you often buy more than you expected?
72,1040,花费超过预期的物品,19,事物,0,3,3068,3,Do people buy things they don't need?
72,1040,花费超过预期的物品,19,事物,0,4,3067,3,What do you think young people spend most of their money on?
72,1040,花费超过预期的物品,19,事物,0,5,3066,3,Do you think it is important to save money?Why?
72,1040,花费超过预期的物品,19,事物,0,6,3065,3,Do you often buy more than you expect?
73,528,给别人建议,19,事物,0,1,1719,2,Describe a time that you gave advice to others You should say: When it was Who you gave advice to What the advice was Why you gave advice And explain how you felt about the advice
73,528,给别人建议,19,事物,0,2,6080,3,What are the problems if you ask too many people for advice?
73,528,给别人建议,19,事物,0,3,6078,3,What are the personalities of people whose job is to give advice to others?
73,528,给别人建议,19,事物,0,4,6076,3,Is it good to ask advice from strangers online?
73,528,给别人建议,19,事物,0,5,6075,3,Should people prepare before giving advice?
73,528,给别人建议,19,事物,0,6,1718,3,"Whose advice is more helpful, parents’ or friends’?"
73,528,给别人建议,19,事物,0,7,1717,3,What kinds of advice do parents give to their children?
73,528,给别人建议,19,事物,0,8,1716,3,How do experts give advice to others?
73,528,给别人建议,19,事物,0,9,1715,3,What advice do parents give to teenagers about making friends?
74,197,受欢迎的人,18,人物,0,1,779,2,Describe a popular person You should say: Who this person is What he or she is like Why you think this person is popular How this person influences the public
74,197,受欢迎的人,18,人物,0,2,5918,3,Why do people want to be popular?
74,197,受欢迎的人,18,人物,0,3,5917,3,Is it easier to become popular nowadays?
74,197,受欢迎的人,18,人物,0,4,5916,3,Do you think good teacher are always popular among students?
74,197,受欢迎的人,18,人物,0,5,5915,3,Is it important for a teacher to be popular?
74,197,受欢迎的人,18,人物,0,6,778,3,What kinds of people are more popular at school?
74,197,受欢迎的人,18,人物,0,7,777,3,Why are some people less famous?
74,197,受欢迎的人,18,人物,0,8,776,3,What are the qualities of being a good teacher?
74,197,受欢迎的人,18,人物,0,9,771,3,Why are some students popular in school?
74,197,受欢迎的人,18,人物,0,10,770,3,Do you think popular stars have more freedom or less freedom?
74,197,受欢迎的人,18,人物,0,11,769,3,What influences do popular stars have on teenagers?
74,197,受欢迎的人,18,人物,0,12,768,3,Do you think children should imitate their idols?
74,197,受欢迎的人,18,人物,0,13,767,3,Do you know any popular star who really likes helping other people?
74,197,受欢迎的人,18,人物,0,14,766,3,What are the qualities of being popular?
75,524,想见的名人,0,,0,1,5747,2,Describe a famous person you would like to meet You should say: Who he/she is How you knew him/her How/where you would like to meet him/her And explain why you would like to meet him/ her
75,524,想见的名人,0,,0,2,1702,3,Why can some celebrities stay famous for a long time while some cannot?
75,524,想见的名人,0,,0,3,1701,3,What are the advantages and disadvantages of becoming a celebrity?
75,524,想见的名人,0,,0,4,1700,3,What influences can famous people have on the society?
75,524,想见的名人,0,,0,5,1699,3,How can people become famous?
76,683,第一次尝试的兴奋活动,20,事件,0,1,2091,2,Describe an exciting activity you have tried for the first time You should say What it is When/where you did it Why you thought it was exciting And explain how you felt about it
76,683,第一次尝试的兴奋活动,20,事件,0,2,5839,3,Do you think that children adapt to new things more easily than adult?
76,683,第一次尝试的兴奋活动,20,事件,0,3,5838,3,Why are some people keen on doing dangerous activities?
76,683,第一次尝试的兴奋活动,20,事件,0,4,5837,3,Why are some people unwilling to try new things?
76,683,第一次尝试的兴奋活动,20,事件,0,5,2090,3,Do you think it is necessary to spend some money on celebrations?
76,683,第一次尝试的兴奋活动,20,事件,0,6,2089,3,How much time do people need to prepare celebrations?
76,683,第一次尝试的兴奋活动,20,事件,0,7,2088,3,How do people celebrate their personal events?
76,683,第一次尝试的兴奋活动,20,事件,0,8,2087,3,What personal events do people usually celebrate?
77,198,不寻常的一餐,20,事件,0,1,791,2,Describe an unusual meal you had You should say： When you had it Where you had it Whom you had it with And explain why it was unusual
77,198,不寻常的一餐,20,事件,0,2,783,3,Do you think people are less willing to cook meals by themselves these days，compared to the past?
77,198,不寻常的一餐,20,事件,0,3,782,3,What do you think are the benefits of having dinner together?
77,198,不寻常的一餐,20,事件,0,4,781,3,Do young people like to spend time with their families or friends?
77,198,不寻常的一餐,20,事件,0,5,780,3,Do you think having dinner at home is a good idea?
77,198,不寻常的一餐,20,事件,0,6,789,3,What are the advantages and disadvantages of eating in restaurants?
77,198,不寻常的一餐,20,事件,0,7,788,3,Do people in your country value food culture?
77,198,不寻常的一餐,20,事件,0,8,787,3,Do people in your country socialize in restaurants? Why?
77,198,不寻常的一餐,20,事件,0,9,786,3,Why do people choose to eat out instead of ordering takeout?
77,198,不寻常的一餐,20,事件,0,10,785,3,Do people eat fast food at home?
77,198,不寻常的一餐,20,事件,0,11,784,3,What fast food is there in your country?
